"order_number","customer_key","product_key","order_date","shipping_date","due_date","sales","quantity","price"
"SO73962",16245,288,"2013-12-26","2014-01-02","2014-01-07",29,1,29
"SO73962",16245,291,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73962",16245,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO73963",16476,290,"2013-12-26","2014-01-02","2014-01-07",4,1,4
"SO73963",16476,285,"2013-12-26","2014-01-02","2014-01-07",21,1,21
"SO73963",16476,168,"2013-12-26","2014-01-02","2014-01-07",8,1,8
"SO73964",11885,283,"2013-12-26","2014-01-02","2014-01-07",30,1,30
"SO73964",11885,289,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73965",11721,283,"2013-12-26","2014-01-02","2014-01-07",30,1,30
"SO73966",12699,283,"2013-12-26","2014-01-02","2014-01-07",30,1,30
"SO73967",11371,283,"2013-12-26","2014-01-02","2014-01-07",30,1,30
"SO73967",11371,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO73967",11371,168,"2013-12-26","2014-01-02","2014-01-07",8,1,8
"SO73967",11371,260,"2013-12-26","2014-01-02","2014-01-07",120,1,120
"SO73968",10415,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73968",10415,104,"2013-12-26","2014-01-02","2014-01-07",10,1,10
"SO73969",10315,104,"2013-12-26","2014-01-02","2014-01-07",10,1,10
"SO73970",17772,274,"2013-12-26","2014-01-02","2014-01-07",70,1,70
"SO73971",8639,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73972",6524,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73973",4878,289,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73973",4878,244,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73974",4892,289,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73974",4892,245,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73975",10481,289,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73975",10481,245,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73976",5727,289,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73976",5727,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO73977",10432,174,"2013-12-26","2014-01-02","2014-01-07",22,1,22
"SO73977",10432,244,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73978",7036,286,"2013-12-26","2014-01-02","2014-01-07",25,1,25
"SO73978",7036,290,"2013-12-26","2014-01-02","2014-01-07",4,1,4
"SO73978",7036,246,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73979",9132,290,"2013-12-26","2014-01-02","2014-01-07",4,1,4
"SO73979",9132,245,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73980",1603,288,"2013-12-26","2014-01-02","2014-01-07",29,1,29
"SO73980",1603,291,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73980",1603,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO73981",18448,285,"2013-12-26","2014-01-02","2014-01-07",21,1,21
"SO73981",18448,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO73982",14546,290,"2013-12-26","2014-01-02","2014-01-07",4,1,4
"SO73982",14546,246,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73983",5543,291,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73984",15216,291,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73984",15216,166,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO73985",6194,291,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73985",6194,247,"2013-12-26","2014-01-02","2014-01-07",55,1,55
"SO73986",716,289,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73986",716,284,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73986",716,250,"2013-12-26","2014-01-02","2014-01-07",50,1,50
"SO73987",2613,104,"2013-12-26","2014-01-02","2014-01-07",10,1,10
"SO73987",2613,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73987",2613,245,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73988",1326,244,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73989",7784,123,"2013-12-26","2014-01-02","2014-01-07",2320,1,2320
"SO73989",7784,289,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73989",7784,284,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73989",7784,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO73990",7832,124,"2013-12-26","2014-01-02","2014-01-07",2320,1,2320
"SO73990",7832,284,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73990",7832,289,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73990",7832,244,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73990",7832,235,"2013-12-26","2014-01-02","2014-01-07",24,1,24
"SO73991",7587,123,"2013-12-26","2014-01-02","2014-01-07",2320,1,2320
"SO73991",7587,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO73992",7611,122,"2013-12-26","2014-01-02","2014-01-07",2295,1,2295
"SO73992",7611,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO73993",7782,123,"2013-12-26","2014-01-02","2014-01-07",2320,1,2320
"SO73993",7782,284,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73993",7782,289,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73993",7782,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO73994",7540,124,"2013-12-26","2014-01-02","2014-01-07",2320,1,2320
"SO73994",7540,174,"2013-12-26","2014-01-02","2014-01-07",22,1,22
"SO73994",7540,104,"2013-12-26","2014-01-02","2014-01-07",10,1,10
"SO73994",7540,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73995",4524,116,"2013-12-26","2014-01-02","2014-01-07",769,1,769
"SO73995",4524,272,"2013-12-26","2014-01-02","2014-01-07",70,1,70
"SO73995",4524,166,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO73996",7517,123,"2013-12-26","2014-01-02","2014-01-07",2320,1,2320
"SO73996",7517,174,"2013-12-26","2014-01-02","2014-01-07",22,1,22
"SO73996",7517,247,"2013-12-26","2014-01-02","2014-01-07",55,1,55
"SO73996",7517,168,"2013-12-26","2014-01-02","2014-01-07",8,1,8
"SO73997",2729,125,"2013-12-26","2014-01-02","2014-01-07",2320,1,2320
"SO73997",2729,284,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73997",2729,174,"2013-12-26","2014-01-02","2014-01-07",22,1,22
"SO73997",2729,234,"2013-12-26","2014-01-02","2014-01-07",24,1,24
"SO73997",2729,244,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73998",10312,123,"2013-12-26","2014-01-02","2014-01-07",2320,1,2320
"SO73998",10312,284,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO73998",10312,294,"2013-12-26","2014-01-02","2014-01-07",64,1,64
"SO73998",10312,289,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73999",7404,121,"2013-12-26","2014-01-02","2014-01-07",2295,1,2295
"SO73999",7404,104,"2013-12-26","2014-01-02","2014-01-07",10,1,10
"SO73999",7404,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO73999",7404,166,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74000",2701,124,"2013-12-26","2014-01-02","2014-01-07",2320,1,2320
"SO74000",2701,174,"2013-12-26","2014-01-02","2014-01-07",22,1,22
"SO74000",2701,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO74001",8455,156,"2013-12-26","2014-01-02","2014-01-07",1215,1,1215
"SO74001",8455,278,"2013-12-26","2014-01-02","2014-01-07",54,1,54
"SO74002",1303,161,"2013-12-26","2014-01-02","2014-01-07",2384,1,2384
"SO74002",1303,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO74002",1303,105,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74002",1303,277,"2013-12-26","2014-01-02","2014-01-07",54,1,54
"SO74002",1303,166,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74003",11846,142,"2013-12-26","2014-01-02","2014-01-07",2443,1,2443
"SO74003",11846,105,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74004",15448,133,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74004",15448,246,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO74005",16713,131,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74005",16713,278,"2013-12-26","2014-01-02","2014-01-07",54,1,54
"SO74006",4907,164,"2013-12-26","2014-01-02","2014-01-07",2384,1,2384
"SO74006",4907,245,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO74007",17100,162,"2013-12-26","2014-01-02","2014-01-07",2384,1,2384
"SO74007",17100,246,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO74007",17100,234,"2013-12-26","2014-01-02","2014-01-07",24,1,24
"SO74008",10387,128,"2013-12-26","2014-01-02","2014-01-07",540,1,540
"SO74009",13309,127,"2013-12-26","2014-01-02","2014-01-07",540,1,540
"SO74009",13309,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO74009",13309,105,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74009",13309,249,"2013-12-26","2014-01-02","2014-01-07",50,1,50
"SO74009",13309,166,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74010",13255,292,"2013-12-26","2014-01-02","2014-01-07",64,1,64
"SO74010",13255,128,"2013-12-26","2014-01-02","2014-01-07",540,1,540
"SO74011",11062,130,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74011",11062,286,"2013-12-26","2014-01-02","2014-01-07",25,1,25
"SO74012",11221,132,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74012",11221,246,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO74012",11221,235,"2013-12-26","2014-01-02","2014-01-07",24,1,24
"SO74013",10437,134,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74013",10437,105,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74013",10437,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO74013",10437,244,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO74013",10437,235,"2013-12-26","2014-01-02","2014-01-07",24,1,24
"SO74014",10925,131,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74015",10435,133,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74015",10435,166,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74015",10435,275,"2013-12-26","2014-01-02","2014-01-07",54,1,54
"SO74016",9681,132,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74016",9681,251,"2013-12-26","2014-01-02","2014-01-07",50,1,50
"SO74017",8158,137,"2013-12-26","2014-01-02","2014-01-07",1701,1,1701
"SO74018",8277,135,"2013-12-26","2014-01-02","2014-01-07",1701,1,1701
"SO74018",8277,286,"2013-12-26","2014-01-02","2014-01-07",25,1,25
"SO74018",8277,290,"2013-12-26","2014-01-02","2014-01-07",4,1,4
"SO74018",8277,246,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO74019",10673,130,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74019",10673,245,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO74020",9937,132,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74020",9937,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO74020",9937,105,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74021",11319,133,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74021",11319,277,"2013-12-26","2014-01-02","2014-01-07",54,1,54
"SO74022",14578,133,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74022",14578,244,"2013-12-26","2014-01-02","2014-01-07",35,1,35
"SO74023",14490,132,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74023",14490,286,"2013-12-26","2014-01-02","2014-01-07",25,1,25
"SO74023",14490,259,"2013-12-26","2014-01-02","2014-01-07",2,1,2
"SO74024",14586,131,"2013-12-26","2014-01-02","2014-01-07",1120,1,1120
"SO74024",14586,105,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74024",14586,295,"2013-12-26","2014-01-02","2014-01-07",5,1,5
"SO74024",14586,275,"2013-12-26","2014-01-02","2014-01-07",54,1,54
"SO74025",14464,160,"2013-12-26","2014-01-02","2014-01-07",2384,1,2384
"SO74026",365,153,"2013-12-26","2014-01-02","2014-01-07",742,1,742
"SO74027",18345,126,"2013-12-26","2014-01-02","2014-01-07",540,1,540
"SO74027",18345,105,"2013-12-26","2014-01-02","2014-01-07",9,1,9
"SO74028",16472,128,"2013-12-26","2014-01-02","2014-01-07",540,1,540
"SO74028",16472,292,"2013-12-26","2014-01-02","2014-01-07",64,1,64
"SO74029",2157,114,"2013-12-27","2014-01-03","2014-01-08",565,1,565
"SO74029",2157,282,"2013-12-27","2014-01-03","2014-01-08",25,1,25
"SO74029",2157,259,"2013-12-27","2014-01-03","2014-01-08",2,1,2
"SO74030",13587,135,"2013-12-27","2014-01-03","2014-01-08",1701,1,1701
"SO74031",501,168,"2013-12-27","2014-01-03","2014-01-08",8,1,8
"SO74032",370,282,"2013-12-27","2014-01-03","2014-01-08",25,1,25
"SO74032",370,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74033",4795,286,"2013-12-27","2014-01-03","2014-01-08",25,1,25
"SO74034",11006,284,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74034",11006,174,"2013-12-27","2014-01-03","2014-01-08",22,1,22
"SO74034",11006,277,"2013-12-27","2014-01-03","2014-01-08",54,1,54
"SO74034",11006,234,"2013-12-27","2014-01-03","2014-01-08",24,1,24
"SO74035",5711,278,"2013-12-27","2014-01-03","2014-01-08",54,1,54
"SO74036",2549,125,"2013-12-27","2014-01-03","2014-01-08",2320,1,2320
"SO74036",2549,104,"2013-12-27","2014-01-03","2014-01-08",10,1,10
"SO74037",2516,120,"2013-12-27","2014-01-03","2014-01-08",2295,1,2295
"SO74037",2516,289,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74037",2516,284,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74037",2516,244,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74038",4088,121,"2013-12-27","2014-01-03","2014-01-08",2295,1,2295
"SO74038",4088,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74038",4088,166,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74039",4089,120,"2013-12-27","2014-01-03","2014-01-08",2295,1,2295
"SO74039",4089,104,"2013-12-27","2014-01-03","2014-01-08",10,1,10
"SO74039",4089,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74039",4089,168,"2013-12-27","2014-01-03","2014-01-08",8,1,8
"SO74040",1831,122,"2013-12-27","2014-01-03","2014-01-08",2295,1,2295
"SO74040",1831,284,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74040",1831,289,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74040",1831,259,"2013-12-27","2014-01-03","2014-01-08",2,1,2
"SO74041",1958,166,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74042",502,286,"2013-12-27","2014-01-03","2014-01-08",25,1,25
"SO74043",16012,288,"2013-12-27","2014-01-03","2014-01-08",29,1,29
"SO74043",16012,291,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74043",16012,259,"2013-12-27","2014-01-03","2014-01-08",2,1,2
"SO74044",14441,235,"2013-12-27","2014-01-03","2014-01-08",24,1,24
"SO74044",14441,287,"2013-12-27","2014-01-03","2014-01-08",33,1,33
"SO74045",12566,283,"2013-12-27","2014-01-03","2014-01-08",30,1,30
"SO74045",12566,289,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74046",10736,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74046",10736,104,"2013-12-27","2014-01-03","2014-01-08",10,1,10
"SO74046",10736,247,"2013-12-27","2014-01-03","2014-01-08",55,1,55
"SO74046",10736,234,"2013-12-27","2014-01-03","2014-01-08",24,1,24
"SO74047",9779,104,"2013-12-27","2014-01-03","2014-01-08",10,1,10
"SO74047",9779,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74047",9779,245,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74047",9779,234,"2013-12-27","2014-01-03","2014-01-08",24,1,24
"SO74048",7888,274,"2013-12-27","2014-01-03","2014-01-08",70,1,70
"SO74048",7888,293,"2013-12-27","2014-01-03","2014-01-08",64,1,64
"SO74049",739,273,"2013-12-27","2014-01-03","2014-01-08",70,1,70
"SO74049",739,248,"2013-12-27","2014-01-03","2014-01-08",50,1,50
"SO74050",7435,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74051",7997,273,"2013-12-27","2014-01-03","2014-01-08",70,1,70
"SO74052",4849,289,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74052",4849,244,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74053",4111,274,"2013-12-27","2014-01-03","2014-01-08",70,1,70
"SO74054",8937,286,"2013-12-27","2014-01-03","2014-01-08",25,1,25
"SO74054",8937,290,"2013-12-27","2014-01-03","2014-01-08",4,1,4
"SO74055",8357,283,"2013-12-27","2014-01-03","2014-01-08",30,1,30
"SO74055",8357,289,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74055",8357,166,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74055",8357,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74056",11831,290,"2013-12-27","2014-01-03","2014-01-08",4,1,4
"SO74056",11831,259,"2013-12-27","2014-01-03","2014-01-08",2,1,2
"SO74056",11831,168,"2013-12-27","2014-01-03","2014-01-08",8,1,8
"SO74057",17760,283,"2013-12-27","2014-01-03","2014-01-08",30,1,30
"SO74057",17760,289,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74057",17760,244,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74058",16331,291,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74058",16331,166,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74058",16331,288,"2013-12-27","2014-01-03","2014-01-08",29,1,29
"SO74059",533,284,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74059",533,289,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74059",533,259,"2013-12-27","2014-01-03","2014-01-08",2,1,2
"SO74060",4450,291,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74060",4450,259,"2013-12-27","2014-01-03","2014-01-08",2,1,2
"SO74061",2752,284,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74061",2752,289,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74061",2752,174,"2013-12-27","2014-01-03","2014-01-08",22,1,22
"SO74061",2752,245,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74062",1964,284,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74062",1964,289,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74062",1964,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74062",1964,233,"2013-12-27","2014-01-03","2014-01-08",24,1,24
"SO74063",7828,122,"2013-12-27","2014-01-03","2014-01-08",2295,1,2295
"SO74063",7828,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74064",7562,125,"2013-12-27","2014-01-03","2014-01-08",2320,1,2320
"SO74064",7562,104,"2013-12-27","2014-01-03","2014-01-08",10,1,10
"SO74064",7562,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74064",7562,247,"2013-12-27","2014-01-03","2014-01-08",55,1,55
"SO74065",4503,118,"2013-12-27","2014-01-03","2014-01-08",769,1,769
"SO74065",4503,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74066",4468,116,"2013-12-27","2014-01-03","2014-01-08",769,1,769
"SO74066",4468,166,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74066",4468,274,"2013-12-27","2014-01-03","2014-01-08",70,1,70
"SO74067",4335,118,"2013-12-27","2014-01-03","2014-01-08",769,1,769
"SO74067",4335,273,"2013-12-27","2014-01-03","2014-01-08",70,1,70
"SO74067",4335,166,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74068",4476,118,"2013-12-27","2014-01-03","2014-01-08",769,1,769
"SO74068",4476,289,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74068",4476,283,"2013-12-27","2014-01-03","2014-01-08",30,1,30
"SO74069",11749,112,"2013-12-27","2014-01-03","2014-01-08",565,1,565
"SO74069",11749,104,"2013-12-27","2014-01-03","2014-01-08",10,1,10
"SO74069",11749,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74070",1763,125,"2013-12-27","2014-01-03","2014-01-08",2320,1,2320
"SO74070",1763,284,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74071",2778,155,"2013-12-27","2014-01-03","2014-01-08",1215,1,1215
"SO74071",2778,166,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74072",5034,150,"2013-12-27","2014-01-03","2014-01-08",742,1,742
"SO74073",1809,149,"2013-12-27","2014-01-03","2014-01-08",742,1,742
"SO74074",2581,149,"2013-12-27","2014-01-03","2014-01-08",742,1,742
"SO74074",2581,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74075",11931,143,"2013-12-27","2014-01-03","2014-01-08",2443,1,2443
"SO74075",11931,105,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74075",11931,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74076",11208,139,"2013-12-27","2014-01-03","2014-01-08",2443,1,2443
"SO74076",11208,245,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74077",5613,124,"2013-12-27","2014-01-03","2014-01-08",2320,1,2320
"SO74078",15677,152,"2013-12-27","2014-01-03","2014-01-08",742,1,742
"SO74078",15677,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74078",15677,105,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74079",17289,164,"2013-12-27","2014-01-03","2014-01-08",2384,1,2384
"SO74079",17289,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74079",17289,105,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74079",17289,277,"2013-12-27","2014-01-03","2014-01-08",54,1,54
"SO74079",17289,166,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74080",13311,154,"2013-12-27","2014-01-03","2014-01-08",1215,1,1215
"SO74080",13311,288,"2013-12-27","2014-01-03","2014-01-08",29,1,29
"SO74080",13311,291,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74080",13311,259,"2013-12-27","2014-01-03","2014-01-08",2,1,2
"SO74081",14039,161,"2013-12-27","2014-01-03","2014-01-08",2384,1,2384
"SO74081",14039,275,"2013-12-27","2014-01-03","2014-01-08",54,1,54
"SO74082",11237,133,"2013-12-27","2014-01-03","2014-01-08",1120,1,1120
"SO74082",11237,233,"2013-12-27","2014-01-03","2014-01-08",24,1,24
"SO74082",11237,245,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74083",11239,134,"2013-12-27","2014-01-03","2014-01-08",1120,1,1120
"SO74083",11239,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74084",8005,135,"2013-12-27","2014-01-03","2014-01-08",1701,1,1701
"SO74084",8005,290,"2013-12-27","2014-01-03","2014-01-08",4,1,4
"SO74084",8005,286,"2013-12-27","2014-01-03","2014-01-08",25,1,25
"SO74084",8005,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74085",8113,137,"2013-12-27","2014-01-03","2014-01-08",1701,1,1701
"SO74085",8113,286,"2013-12-27","2014-01-03","2014-01-08",25,1,25
"SO74085",8113,290,"2013-12-27","2014-01-03","2014-01-08",4,1,4
"SO74085",8113,245,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74086",3731,136,"2013-12-27","2014-01-03","2014-01-08",1701,1,1701
"SO74086",3731,286,"2013-12-27","2014-01-03","2014-01-08",25,1,25
"SO74086",3731,290,"2013-12-27","2014-01-03","2014-01-08",4,1,4
"SO74086",3731,281,"2013-12-27","2014-01-03","2014-01-08",159,1,159
"SO74087",15984,136,"2013-12-27","2014-01-03","2014-01-08",1701,1,1701
"SO74087",15984,246,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74087",15984,166,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74088",16819,126,"2013-12-27","2014-01-03","2014-01-08",540,1,540
"SO74088",16819,105,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74088",16819,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74088",16819,276,"2013-12-27","2014-01-03","2014-01-08",54,1,54
"SO74089",2607,127,"2013-12-27","2014-01-03","2014-01-08",540,1,540
"SO74090",13038,129,"2013-12-27","2014-01-03","2014-01-08",540,1,540
"SO74091",3715,129,"2013-12-27","2014-01-03","2014-01-08",540,1,540
"SO74091",3715,105,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74091",3715,166,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74091",3715,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74092",1264,160,"2013-12-27","2014-01-03","2014-01-08",2384,1,2384
"SO74092",1264,295,"2013-12-27","2014-01-03","2014-01-08",5,1,5
"SO74092",1264,105,"2013-12-27","2014-01-03","2014-01-08",9,1,9
"SO74092",1264,245,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74093",948,147,"2013-12-27","2014-01-03","2014-01-08",742,1,742
"SO74094",18346,128,"2013-12-27","2014-01-03","2014-01-08",540,1,540
"SO74094",18346,244,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74095",17103,155,"2013-12-27","2014-01-03","2014-01-08",1215,1,1215
"SO74095",17103,244,"2013-12-27","2014-01-03","2014-01-08",35,1,35
"SO74095",17103,250,"2013-12-27","2014-01-03","2014-01-08",50,1,50
"SO74096",878,168,"2013-12-28","2014-01-04","2014-01-09",8,1,8
"SO74097",372,282,"2013-12-28","2014-01-04","2014-01-09",25,1,25
"SO74098",11924,174,"2013-12-28","2014-01-04","2014-01-09",22,1,22
"SO74099",10976,174,"2013-12-28","2014-01-04","2014-01-09",22,1,22
"SO74099",10976,293,"2013-12-28","2014-01-04","2014-01-09",64,1,64
"SO74100",10993,284,"2013-12-28","2014-01-04","2014-01-09",35,1,35
"SO74100",10993,289,"2013-12-28","2014-01-04","2014-01-09",5,1,5
"SO74100",10993,174,"2013-12-28","2014-01-04","2014-01-09",22,1,22
"SO74100",10993,259,"2013-12-28","2014-01-04","2014-01-09",2,1,2
"SO74100",10993,260,"2013-12-28","2014-01-04","2014-01-09",120,1,120
"SO74101",17141,291,"2013-12-28","2014-01-04","2014-01-09",5,1,5
"SO74101",17141,245,"2013-12-28","2014-01-04","2014-01-09",35,1,35
"SO74102",11974,291,"2013-12-28","2014-01-04","2014-01-09",5,1,5
"SO74102",11974,259,"2013-12-28","2014-01-04","2014-01-09",2,1,2
"SO74103",17956,104,"2013-12-28","2014-01-04","2014-01-09",10,1,10
"SO74103",17956,295,"2013-12-28","2014-01-04","2014-01-09",5,1,5
